node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
ERCC2	RPA3	993226	976606	ENSP00000375809	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD54L	RFC1	990469	978706	ENSP00000361043	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.295	0.000	0.000	0.294
FEN1	RAD51	982899	979855	ENSP00000305480	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
IKBKG	IRAK4	989953	988160	ENSP00000358622	ENSP00000349096	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PCNA	PARP1	991950	989329	ENSP00000368438	ENSP00000355759	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.988
PRKDC	MLH1	983877	976973	ENSP00000313420	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.308	0.000	0.000	0.307
RAD52	POLD1	988506	978920	ENSP00000351284	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
RAD23B	ERCC1	988422	975751	ENSP00000350708	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
DDB1	DDB2	982456	978247	ENSP00000301764	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
CASP3	CASP6	983604	979557	ENSP00000311032	ENSP00000265164	0.000	0.000	0.000	0.901	0.000	0.846	0.900	0.000	0.983
NFKBIA	TNFRSF1A	976240	975867	ENSP00000216797	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD52	ERCC3	988506	980930	ENSP00000351284	ENSP00000285398	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RELA	IRAK4	994309	988160	ENSP00000384273	ENSP00000349096	0.000	0.000	0.000	0.000	0.000	0.237	0.000	0.000	0.236
PIK3CD	PIK3R3	991590	979026	ENSP00000366563	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.000	0.360
ERCC4	RAD50	983532	979585	ENSP00000310520	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
ORC1L	ATR	990384	987414	ENSP00000360621	ENSP00000343741	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
EXO1	ATM	983715	980514	ENSP00000311873	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RAD54B	CHEK1	986466	980540	ENSP00000336606	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.200
IL1R1	NFKB1	977047	976749	ENSP00000233946	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3CB	AKT3	981143	979261	ENSP00000289153	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.237	0.800	0.000	0.837
CAPN1	CAPNS1	980567	977534	ENSP00000279247	ENSP00000246533	0.000	0.000	0.000	0.896	0.000	0.846	0.000	0.000	0.845
RAD52	RAD50	988506	979585	ENSP00000351284	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.669
PIK3CG	PIK3CB	988630	981143	ENSP00000352121	ENSP00000289153	0.000	0.000	0.000	0.856	0.000	0.000	0.900	0.000	0.899
DDB1	XPC	982456	980908	ENSP00000301764	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.619	0.900	0.000	0.959
CCNH	ERCC1	978238	975751	ENSP00000256897	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CFLAR	TP53	983787	979979	ENSP00000312455	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.845	0.000	0.000	0.845
PIK3CA	IL1R1	979288	977047	ENSP00000263967	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
HMGB1	PRKDC	987319	983877	ENSP00000343040	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
MRE11A	ATM	985197	980514	ENSP00000325863	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.749	0.900	0.000	0.973
NGF	NFKBIA	989928	976240	ENSP00000358525	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MUS81	POLD1	983204	978920	ENSP00000307853	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
CSF2RB	PIK3CD	994280	991590	ENSP00000384053	ENSP00000366563	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
BRCA2	BRCA1	992153	988359	ENSP00000369497	ENSP00000350283	0.000	0.000	0.000	0.000	0.000	0.997	0.900	0.000	0.999
ERCC2	RAD17	993226	992299	ENSP00000375809	ENSP00000370151	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.387
RAD54L	MUS81	990469	983204	ENSP00000361043	ENSP00000307853	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
IL3RA	PIK3R2	985410	976536	ENSP00000327890	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PIK3CD	PIK3CA	991590	979288	ENSP00000366563	ENSP00000263967	0.000	0.000	0.000	0.906	0.000	0.000	0.360	0.000	0.360
IRAK4	IL1R1	988160	977047	ENSP00000349096	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
RPA2	ATM	990895	980514	ENSP00000363021	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XRCC6	ERCC4	988652	983532	ENSP00000352257	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
PCNA	RAD52	991950	988506	ENSP00000368438	ENSP00000351284	0.000	0.000	0.000	0.000	0.000	0.604	0.000	0.000	0.603
IKBKG	NFKB2	989953	975943	ENSP00000358622	ENSP00000189444	0.000	0.000	0.000	0.000	0.000	0.648	0.900	0.000	0.962
CHUK	IKBKG	990127	989953	ENSP00000359424	ENSP00000358622	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
PRKDC	AKT1	983877	980037	ENSP00000313420	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
RELA	PARP1	994309	989329	ENSP00000384273	ENSP00000355759	0.000	0.000	0.000	0.000	0.000	0.939	0.000	0.000	0.938
CDK7	ERCC1	978199	975751	ENSP00000256443	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TDG	XPC	993296	980908	ENSP00000376611	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XPA	MLH3	991140	987993	ENSP00000364270	ENSP00000348020	0.000	0.000	0.000	0.000	0.000	0.234	0.000	0.000	0.234
ERCC3	XPC	980930	980908	ENSP00000285398	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
TOPBP1	RPA1	978617	978067	ENSP00000260810	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ERCC3	RPA3	980930	976606	ENSP00000285398	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PARP1	PARP2	989329	977736	ENSP00000355759	ENSP00000250416	0.000	0.000	0.000	0.895	0.000	0.937	0.000	0.000	0.937
PIK3CD	PIK3R2	991590	976536	ENSP00000366563	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
PPP3CB	CYCS	993447	983193	ENSP00000378306	ENSP00000307786	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
OGG1	POLD1	983033	978920	ENSP00000306561	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.252	0.000	0.000	0.252
BRCA2	MLH1	992153	976973	ENSP00000369497	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TP53	DDB2	979979	978247	ENSP00000269305	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CASP3	RAD51	983604	979855	ENSP00000311032	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
TRADD	TNFRSF10B	987063	980417	ENSP00000341268	ENSP00000276431	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
RELA	BAX	994309	981408	ENSP00000384273	ENSP00000293288	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IRAK4	IKBKB	988160	986774	ENSP00000349096	ENSP00000339151	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.000	0.899
BCL2	CAPN2	985632	981537	ENSP00000329623	ENSP00000295006	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
RAD1	CHEK1	987003	980540	ENSP00000340879	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
CYCS	BCL2L1	983193	982553	ENSP00000307786	ENSP00000302564	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ERCC2	DDB1	993226	982456	ENSP00000375809	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
EXO1	POLD1	983715	978920	ENSP00000311873	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
PIK3CG	AKT1	988630	980037	ENSP00000352121	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.225	0.900	0.000	0.917
XPA	RAD1	991140	987003	ENSP00000364270	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
POLE	RFC1	984840	978706	ENSP00000322570	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.141	0.900	0.000	0.908
PIK3R1	PIK3R3	980292	979026	ENSP00000274335	ENSP00000262741	0.000	0.000	0.000	0.961	0.000	0.000	0.900	0.000	0.899
POLE	MSH3	984840	979536	ENSP00000322570	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
IKBKB	CFLAR	986774	983787	ENSP00000339151	ENSP00000312455	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
DDB1	ERCC1	982456	975751	ENSP00000301764	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.253	0.900	0.000	0.920
ERCC5	CDK7	987985	978199	ENSP00000347978	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.692	0.900	0.000	0.967
RAD52	OGG1	988506	983033	ENSP00000351284	ENSP00000306561	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.238
RAD17	RPA1	992299	978067	ENSP00000370151	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.296	0.000	0.000	0.296
RAD1	CDC6	987003	976059	ENSP00000340879	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
CHUK	AKT3	990127	979261	ENSP00000359424	ENSP00000263826	0.000	0.000	0.000	0.638	0.000	0.000	0.800	0.000	0.800
GTF2H5	GTF2H4	989395	978518	ENSP00000356067	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.845	0.000	0.000	0.845
PIK3CG	CASP9	988630	985709	ENSP00000352121	ENSP00000330237	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RELA	PRKACA	994309	983418	ENSP00000384273	ENSP00000309591	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.846
CASP9	BAX	985709	981408	ENSP00000330237	ENSP00000293288	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
NTRK1	PIK3R5	988539	979978	ENSP00000351486	ENSP00000269300	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
EXO1	ERCC1	983715	975751	ENSP00000311873	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.346	0.000	0.000	0.346
DDB2	CDK7	978247	978199	ENSP00000256996	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FAS	BAD	987986	983354	ENSP00000347979	ENSP00000309103	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.385
BRCA2	MSH4	992153	979126	ENSP00000369497	ENSP00000263187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MAP3K14	MSH6	987185	977074	ENSP00000342059	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.179	0.000	0.000	0.179
RFC3	MUS81	992135	983204	ENSP00000369411	ENSP00000307853	0.000	0.000	0.000	0.000	0.000	0.232	0.000	0.000	0.232
ERCC4	POLD1	983532	978920	ENSP00000310520	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.388	0.900	0.000	0.934
BRCA2	RAD50	992153	979585	ENSP00000369497	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IL3RA	PIK3R3	985410	979026	ENSP00000327890	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RAD52	CDC6	988506	976059	ENSP00000351284	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.356
ERCC2	ERCC3	993226	980930	ENSP00000375809	ENSP00000285398	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
NGF	PIK3CB	989928	981143	ENSP00000358525	ENSP00000289153	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ATM	TP53	980514	979979	ENSP00000278616	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
IL1B	NFKB1	979165	976749	ENSP00000263341	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKDC	RPA1	983877	978067	ENSP00000313420	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CHEK2	CDC6	992579	976059	ENSP00000372023	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
CASP10	TNFRSF1A	980968	975867	ENSP00000286186	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.924	0.000	0.000	0.923
RFC1	RPA1	978706	978067	ENSP00000261424	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.633	0.000	0.000	0.633
CHUK	AKT1	990127	980037	ENSP00000359424	ENSP00000270202	0.000	0.000	0.000	0.656	0.000	0.971	0.900	0.000	0.996
XPA	ATM	991140	980514	ENSP00000364270	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PPP3CA	CYCS	993449	983193	ENSP00000378323	ENSP00000307786	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CAST	PIK3R1	993526	980292	ENSP00000379158	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.228	0.000	0.000	0.228
TNFRSF10C	TP53	983591	979979	ENSP00000310908	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TNFRSF10C	TNFSF10	983591	977287	ENSP00000310908	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
RAD52	RAD51	988506	979855	ENSP00000351284	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.997	0.900	0.000	0.999
PARP1	MRE11A	989329	985197	ENSP00000355759	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
POLD1	ERCC1	978920	975751	ENSP00000262266	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.388	0.900	0.000	0.934
FAS	RIPK1	987986	978509	ENSP00000347979	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.846	0.720	0.000	0.953
XPA	DMC1	991140	976139	ENSP00000364270	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.295	0.000	0.000	0.295
ERCC3	GTF2H4	980930	978518	ENSP00000285398	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
BRCA1	XRCC1	988359	979056	ENSP00000350283	ENSP00000262887	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
FADD	TRAF2	982467	977592	ENSP00000301838	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CHEK2	MRE11A	992579	985197	ENSP00000372023	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC3	MSH2	992135	977012	ENSP00000369411	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
RAD50	RPA3	979585	976606	ENSP00000265335	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NFKB1	NFKBIA	976749	976240	ENSP00000226574	ENSP00000216797	0.000	0.000	0.000	0.822	0.000	0.999	0.900	0.000	0.999
RAD50	CDC6	979585	976059	ENSP00000265335	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.227
AKT1	NFKBIA	980037	976240	ENSP00000270202	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RFC4	RFC1	981740	978706	ENSP00000296273	ENSP00000261424	0.000	0.000	0.000	0.619	0.000	0.999	0.900	0.000	0.999
CASP8	FADD	988504	982467	ENSP00000351273	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
CFLAR	CASP7	983787	982057	ENSP00000312455	ENSP00000298700	0.000	0.000	0.000	0.650	0.000	0.620	0.000	0.000	0.619
RAD1	RAD54B	987003	986466	ENSP00000340879	ENSP00000336606	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.227
DDB1	TP53	982456	979979	ENSP00000301764	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.385
XPA	DDB1	991140	982456	ENSP00000364270	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MSH5	RAD52	991269	988506	ENSP00000364894	ENSP00000351284	0.000	0.000	0.000	0.000	0.000	0.164	0.000	0.000	0.163
RAD52	RAD23A	988506	984699	ENSP00000351284	ENSP00000321365	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.200
DCLRE1C	PNKP	991797	984941	ENSP00000367527	ENSP00000323511	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MSH5	RPA2	991269	990895	ENSP00000364894	ENSP00000363021	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.224
PMS2	MSH2	979682	977012	ENSP00000265849	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.678	0.540	0.000	0.841
IL3RA	PIK3R1	985410	980292	ENSP00000327890	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FEN1	MSH3	982899	979536	ENSP00000305480	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.291	0.000	0.000	0.291
BRCA1	RFC1	988359	978706	ENSP00000350283	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
XRCC5	MSH6	985622	977074	ENSP00000329528	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
GTF2H2	CCNH	980301	978238	ENSP00000274400	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
XRCC6	HMGB1	988652	987319	ENSP00000352257	ENSP00000343040	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.000	0.190
BCL2	AKT1	985632	980037	ENSP00000329623	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PARP1	XRCC5	989329	985622	ENSP00000355759	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.995	0.000	0.000	0.994
IKBKB	PRKDC	986774	983877	ENSP00000339151	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
POLE	RPA3	984840	976606	ENSP00000322570	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHEK2	EXO1	992579	983715	ENSP00000372023	ENSP00000311873	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
AKT1	TOPBP1	980037	978617	ENSP00000270202	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
TNF	BIRC2	995272	976784	ENSP00000392858	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PARP1	BCL2	989329	985632	ENSP00000355759	ENSP00000329623	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
BRCA2	RPA2	992153	990895	ENSP00000369497	ENSP00000363021	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
MAP3K14	TNFRSF1A	987185	975867	ENSP00000342059	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3CA	NFKBIA	979288	976240	ENSP00000263967	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IRAK4	NFKB1	988160	976749	ENSP00000349096	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.237	0.000	0.000	0.236
TP53	RAD51	979979	979855	ENSP00000269305	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.988
BID	CAPN1	984404	980567	ENSP00000318822	ENSP00000279247	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
PIK3CB	AKT1	981143	980037	ENSP00000289153	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.237	0.900	0.000	0.918
RIPK1	BIRC2	978509	976784	ENSP00000259808	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.971	0.900	0.000	0.996
XRCC6	DMC1	988652	976139	ENSP00000352257	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
AKT1	PIK3CA	980037	979288	ENSP00000270202	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.225	0.900	0.000	0.917
MAP3K14	BIRC2	987185	976784	ENSP00000342059	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.619	0.900	0.000	0.959
CASP7	CASP6	982057	979557	ENSP00000298700	ENSP00000265164	0.000	0.000	0.000	0.879	0.000	0.620	0.000	0.000	0.619
ATM	MSH6	980514	977074	ENSP00000278616	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
NGF	NFKB1	989928	976749	ENSP00000358525	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ATM	NBN	980514	979610	ENSP00000278616	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.983	0.000	0.000	0.982
RPA1	RPA3	978067	976606	ENSP00000254719	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.999	0.720	0.000	0.999
POLD1	MLH1	978920	976973	ENSP00000262266	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
RAD54L	MRE11A	990469	985197	ENSP00000361043	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.295	0.000	0.000	0.294
RFC3	RPA3	992135	976606	ENSP00000369411	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ATR	TOPBP1	987414	978617	ENSP00000343741	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
PAK7	RPA3	984886	976606	ENSP00000322957	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.228	0.000	0.000	0.228
IKBKG	AKT1	989953	980037	ENSP00000358622	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.769	0.900	0.000	0.975
RAD17	PRKDC	992299	983877	ENSP00000370151	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.571	0.000	0.000	0.571
CHEK2	DMC1	992579	976139	ENSP00000372023	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.290	0.000	0.000	0.290
ERCC5	RAD51	987985	979855	ENSP00000347978	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.489	0.000	0.000	0.489
RFC5	RPA2	996982	990895	ENSP00000408295	ENSP00000363021	0.000	0.000	0.000	0.000	0.000	0.602	0.000	0.000	0.601
PPP3CB	CHEK2	993447	992579	ENSP00000378306	ENSP00000372023	0.000	0.000	0.000	0.000	0.000	0.268	0.000	0.000	0.268
IKBKG	AKT3	989953	979261	ENSP00000358622	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PCNA	XRCC5	991950	985622	ENSP00000368438	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.975	0.000	0.000	0.974
RAD17	ORC1L	992299	990384	ENSP00000370151	ENSP00000360621	0.000	0.000	0.000	0.455	0.000	0.580	0.000	0.000	0.579
RAD54B	RAD51	986466	979855	ENSP00000336606	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
AKT2	PIK3R2	993239	976536	ENSP00000375892	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
MUS81	RFC1	983204	978706	ENSP00000307853	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
RAD52	PMS2L3	988506	982611	ENSP00000351284	ENSP00000302965	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.000	0.203
RAD23B	ERCC3	988422	980930	ENSP00000350708	ENSP00000285398	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
XRCC6	PNKP	988652	984941	ENSP00000352257	ENSP00000323511	0.000	0.000	0.000	0.000	0.000	0.492	0.900	0.000	0.945
POLE	CHEK1	984840	980540	ENSP00000322570	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.616	0.000	0.000	0.615
MBD4	MLH1	977709	976973	ENSP00000249910	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RAD54L	FEN1	990469	982899	ENSP00000361043	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
NBN	RAD50	979610	979585	ENSP00000265433	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
CSF2RB	IL3	994280	981850	ENSP00000384053	ENSP00000296870	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
XPA	APEX1	991140	976233	ENSP00000364270	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
CHEK2	ATM	992579	980514	ENSP00000372023	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.000	0.993
BRCA2	DMC1	992153	976139	ENSP00000369497	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
PIK3R1	NFKB1	980292	976749	ENSP00000274335	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.079	0.900	0.000	0.901
XPA	RPA1	991140	978067	ENSP00000364270	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
IKBKG	CASP6	989953	979557	ENSP00000358622	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.204	0.000	0.000	0.204
CHEK2	MUS81	992579	983204	ENSP00000372023	ENSP00000307853	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
ATR	DDB2	987414	978247	ENSP00000343741	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
DDB2	MSH6	978247	977074	ENSP00000256996	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
